miasto,stacja,wskaznik,data,wartosc
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 09:00:00,6.6
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 08:00:00,12.5
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 07:00:00,10.4
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 06:00:00,6.7
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 05:00:00,5.6
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 04:00:00,4.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 03:00:00,4.7
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 02:00:00,4.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 01:00:00,5.4
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-10 00:00:00,7.3
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 23:00:00,7.0
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 22:00:00,6.5
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 21:00:00,14.1
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 20:00:00,26.7
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 19:00:00,13.8
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM10,2026-07-09 18:00:00,8.4
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 13:00:00,
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 12:00:00,
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 11:00:00,3.5
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 10:00:00,4.0
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 09:00:00,3.2
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 08:00:00,4.5
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 07:00:00,4.2
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 06:00:00,3.8
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 05:00:00,3.3
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 04:00:00,2.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 03:00:00,2.7
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 02:00:00,2.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 01:00:00,3.2
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-10 00:00:00,4.3
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 23:00:00,4.1
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 22:00:00,3.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 21:00:00,8.3
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 20:00:00,6.7
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 19:00:00,3.9
Warszawa,"Warszawa, ul. Tołstoja",pył zawieszony PM2.5,2026-07-09 18:00:00,2.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 13:00:00,6.6
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 12:00:00,6.6
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 11:00:00,7.0
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 10:00:00,10.5
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 09:00:00,9.5
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 08:00:00,6.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 07:00:00,5.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 06:00:00,4.7
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 05:00:00,4.1
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 04:00:00,4.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 03:00:00,4.5
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 02:00:00,5.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 01:00:00,5.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-10 00:00:00,5.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 23:00:00,6.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 22:00:00,6.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 21:00:00,5.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 20:00:00,6.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 19:00:00,6.5
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM10,2026-07-09 18:00:00,9.6
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 13:00:00,3.1
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 12:00:00,4.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 11:00:00,3.9
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 10:00:00,4.1
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 09:00:00,4.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 08:00:00,3.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 07:00:00,3.4
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 06:00:00,3.1
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 05:00:00,3.1
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 04:00:00,3.0
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 03:00:00,3.0
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 02:00:00,3.6
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 01:00:00,4.2
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-10 00:00:00,4.2
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 23:00:00,4.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 22:00:00,3.9
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 21:00:00,3.3
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 20:00:00,3.2
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 19:00:00,2.8
Warszawa,"Warszawa, ul. Wokalna",pył zawieszony PM2.5,2026-07-09 18:00:00,3.3
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 13:00:00,6.3
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 12:00:00,6.3
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 11:00:00,8.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 10:00:00,9.2
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 09:00:00,9.5
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 08:00:00,8.3
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 07:00:00,6.5
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 06:00:00,5.0
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 05:00:00,4.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 04:00:00,4.5
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 03:00:00,4.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 02:00:00,5.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 01:00:00,5.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-10 00:00:00,5.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 23:00:00,5.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 22:00:00,7.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 21:00:00,8.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 20:00:00,8.7
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 19:00:00,9.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM10,2026-07-09 18:00:00,10.2
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 13:00:00,3.4
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 12:00:00,4.0
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 11:00:00,4.7
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 10:00:00,3.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 09:00:00,3.8
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 08:00:00,3.8
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 07:00:00,3.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 06:00:00,3.2
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 05:00:00,3.1
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 04:00:00,2.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 03:00:00,3.2
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 02:00:00,3.7
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 01:00:00,3.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-10 00:00:00,3.6
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 23:00:00,3.7
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 22:00:00,3.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 21:00:00,3.9
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 20:00:00,3.8
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 19:00:00,3.4
Warszawa,"Warszawa, ul. Kondratowicza",pył zawieszony PM2.5,2026-07-09 18:00:00,4.3
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 13:00:00,
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 12:00:00,16.6
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 11:00:00,13.0
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 10:00:00,17.5
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 09:00:00,18.3
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 08:00:00,27.2
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 07:00:00,28.0
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 06:00:00,23.4
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 05:00:00,20.7
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 04:00:00,23.0
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 03:00:00,18.9
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 02:00:00,18.9
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 01:00:00,23.6
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-10 00:00:00,23.5
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 23:00:00,17.3
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 22:00:00,20.5
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 21:00:00,11.0
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 20:00:00,10.3
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 19:00:00,18.1
Kraków,"Kraków, ul. Złoty Róg",pył zawieszony PM10,2026-07-09 18:00:00,13.7
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 13:00:00,
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 12:00:00,12.6
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 11:00:00,11.2
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 10:00:00,16.0
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 09:00:00,16.8
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 08:00:00,31.6
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 07:00:00,29.9
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 06:00:00,23.7
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 05:00:00,19.8
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 04:00:00,19.5
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 03:00:00,23.1
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 02:00:00,26.6
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 01:00:00,24.3
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-10 00:00:00,16.4
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 23:00:00,11.6
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 22:00:00,13.0
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 21:00:00,8.1
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 20:00:00,8.3
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 19:00:00,9.0
Kraków,"Kraków, Os. Piastów",pył zawieszony PM10,2026-07-09 18:00:00,11.1
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 13:00:00,
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 12:00:00,7.4
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 11:00:00,6.2
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 10:00:00,
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 09:00:00,12.6
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 08:00:00,25.3
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 07:00:00,19.8
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 06:00:00,15.0
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 05:00:00,13.8
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 04:00:00,12.5
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 03:00:00,10.0
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 02:00:00,35.8
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 01:00:00,16.1
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-10 00:00:00,8.6
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 23:00:00,9.4
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 22:00:00,12.0
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 21:00:00,9.2
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 20:00:00,8.6
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 19:00:00,11.3
Kraków,"Kraków, Os. Wadów",pył zawieszony PM10,2026-07-09 18:00:00,8.5
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 13:00:00,5.6
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 12:00:00,6.3
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 11:00:00,8.3
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 10:00:00,9.2
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 09:00:00,7.2
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 08:00:00,6.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 07:00:00,4.8
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 06:00:00,3.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 05:00:00,3.8
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 04:00:00,3.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 03:00:00,3.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 02:00:00,4.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 01:00:00,6.6
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-10 00:00:00,7.2
