miasto,stacja,wskaznik,data,wartosc
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 23:00:00,6.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 22:00:00,7.1
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 21:00:00,5.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 20:00:00,5.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 19:00:00,6.8
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM10,2026-07-09 18:00:00,9.3
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 13:00:00,2.2
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 12:00:00,3.5
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 11:00:00,3.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 10:00:00,3.5
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 09:00:00,3.8
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 08:00:00,4.1
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 07:00:00,3.5
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 06:00:00,2.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 05:00:00,2.5
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 04:00:00,2.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 03:00:00,2.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 02:00:00,3.4
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 01:00:00,4.9
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-10 00:00:00,5.3
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 23:00:00,4.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 22:00:00,4.0
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 21:00:00,3.0
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 20:00:00,2.7
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 19:00:00,2.4
Warszawa,"Warszawa, ul. Chrościckiego",pył zawieszony PM2.5,2026-07-09 18:00:00,2.5
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 13:00:00,3.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 12:00:00,4.2
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 11:00:00,3.5
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 10:00:00,3.9
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 09:00:00,3.3
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 08:00:00,3.1
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 07:00:00,2.9
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 06:00:00,2.8
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 05:00:00,2.6
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 04:00:00,2.5
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 03:00:00,2.9
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 02:00:00,3.2
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 01:00:00,3.6
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-10 00:00:00,3.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 23:00:00,3.8
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 22:00:00,3.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 21:00:00,3.6
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 20:00:00,3.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 19:00:00,2.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM2.5,2026-07-09 18:00:00,2.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 13:00:00,6.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 12:00:00,9.1
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 11:00:00,9.1
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 10:00:00,11.2
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 09:00:00,8.3
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 08:00:00,7.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 07:00:00,6.3
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 06:00:00,6.3
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 05:00:00,5.4
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 04:00:00,5.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 03:00:00,6.4
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 02:00:00,6.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 01:00:00,8.9
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-10 00:00:00,7.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 23:00:00,8.1
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 22:00:00,9.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 21:00:00,9.7
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 20:00:00,7.5
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 19:00:00,8.0
Warszawa,"Warszawa, ul. Bajkowa",pył zawieszony PM10,2026-07-09 18:00:00,7.7
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 13:00:00,
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 12:00:00,13.3
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 11:00:00,7.8
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 10:00:00,9.0
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 09:00:00,13.0
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 08:00:00,16.2
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 07:00:00,18.0
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 06:00:00,19.2
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 05:00:00,21.6
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 04:00:00,17.4
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 03:00:00,16.9
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 02:00:00,16.5
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 01:00:00,16.5
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-10 00:00:00,12.9
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 23:00:00,18.5
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 22:00:00,7.9
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 21:00:00,9.5
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 20:00:00,9.1
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 19:00:00,11.3
Kraków,"Kraków, Os. Swoszowice",pył zawieszony PM10,2026-07-09 18:00:00,9.5
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 13:00:00,11.3
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 12:00:00,18.7
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 11:00:00,16.6
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 10:00:00,20.9
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 09:00:00,20.7
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 08:00:00,18.9
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 07:00:00,15.2
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 06:00:00,17.6
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 05:00:00,17.2
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 04:00:00,17.5
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 03:00:00,13.3
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 02:00:00,16.4
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 01:00:00,10.6
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-10 00:00:00,15.1
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 23:00:00,9.8
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 22:00:00,14.9
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 21:00:00,11.2
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 20:00:00,10.6
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 19:00:00,10.5
Kraków,"Kraków, ul. Kamieńskiego",pył zawieszony PM10,2026-07-09 18:00:00,11.8
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 13:00:00,
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 12:00:00,6.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 11:00:00,5.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 10:00:00,7.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 09:00:00,9.3
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 08:00:00,9.6
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 07:00:00,6.5
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 06:00:00,5.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 05:00:00,6.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 04:00:00,4.3
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 03:00:00,3.5
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 02:00:00,4.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 01:00:00,5.0
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-10 00:00:00,5.0
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 23:00:00,4.7
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 22:00:00,4.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 21:00:00,8.0
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 20:00:00,9.2
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 19:00:00,6.6
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM10,2026-07-09 18:00:00,7.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 13:00:00,
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 12:00:00,3.8
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 11:00:00,4.4
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 10:00:00,4.7
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 09:00:00,5.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 08:00:00,4.7
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 07:00:00,4.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 06:00:00,4.1
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 05:00:00,3.7
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 04:00:00,3.3
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 03:00:00,2.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 02:00:00,3.2
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 01:00:00,3.8
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-10 00:00:00,3.8
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 23:00:00,3.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 22:00:00,3.8
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 21:00:00,4.7
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 20:00:00,4.9
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 19:00:00,4.0
Warszawa,"Warszawa, ul. Grochowska",pył zawieszony PM2.5,2026-07-09 18:00:00,3.7
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 13:00:00,
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 12:00:00,2.8
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 11:00:00,3.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 10:00:00,3.7
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 09:00:00,3.7
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 08:00:00,3.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 07:00:00,3.5
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 06:00:00,3.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 05:00:00,2.8
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 04:00:00,2.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 03:00:00,2.5
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 02:00:00,2.9
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 01:00:00,3.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-10 00:00:00,3.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 23:00:00,4.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 22:00:00,4.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 21:00:00,3.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 20:00:00,3.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 19:00:00,3.2
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM2.5,2026-07-09 18:00:00,2.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 13:00:00,
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 12:00:00,4.1
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 11:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 10:00:00,5.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 09:00:00,6.8
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 08:00:00,5.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 07:00:00,5.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 06:00:00,4.1
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 05:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 04:00:00,3.1
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 03:00:00,3.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 02:00:00,3.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 01:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 00:00:00,4.2
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 23:00:00,5.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 22:00:00,5.5
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 21:00:00,5.2
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 20:00:00,5.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 19:00:00,4.7
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 18:00:00,4.2
